Number,Type,Common Name,Category,Classification,RA,Dec,R_Flux,Tag,Comments,ID
552,Source,IGR J04221+4856,AGN,Seyfert 1 Galaxy,65.50218194,48.93434484,4.68E-12,Known Source,,
553,Source,IGR J04288-6702,AGN,Seyfert 1 Galaxy,67.44758534,-67.05561392,3.27E-12,Known Source,,
554,Source,IGR J05347-6015,AGN,Seyfert 1 Galaxy,83.62872486,-60.27094871,8.15E-12,Known Source,,
555,Source,IGR J06058-2755,AGN,Seyfert 1 Galaxy,91.45399244,-27.91110956,1.32E-11,Known Source,,
556,Source,IGR J06569-6534,AGN,Seyfert 1 Galaxy,104.1241333,-65.56048112,3.38E-12,Known Source,,
557,Source,IGR J07597-3842,AGN,Seyfert 1 Galaxy,119.9242706,-38.73223382,3.05E-11,Known Source,,
558,Source,IGR J09094+2735,AGN,Seyfert 1 Galaxy,137.3281321,27.62608199,0.000000166,Known Source,,
559,Source,IGR J09446-2636,AGN,Seyfert 1 Galaxy,146.15425,-26.565406,9.38E-12,Known Source,,
560,Source,IGR J10147-6354,AGN,Seyfert 1 Galaxy,153.5646,-63.8639,2.14E-12,Known Source,,
561,Source,IGR J11457-1827,AGN,Seyfert 1 Galaxy,176.4186056,-18.45415637,4.37E-11,Known Source,,
562,Source,IGR J12107+3822,AGN,Seyfert 1 Galaxy,182.6844875,38.33616625,6.84E-12,Known Source,,
563,Source,IGR J12136-0527,AGN,Seyfert 1 Galaxy,183.477453,-5.505444501,7.76E-12,Known Source,,
564,Source,IGR J12172+0710,AGN,Seyfert 1 Galaxy,184.2911746,7.191575941,4.79E-12,Known Source,,
565,Source,IGR J13038+5348,AGN,Seyfert 1 Galaxy,195.997898,53.79164548,5.51E-11,Known Source,,
566,Source,IGR J13109-5552,AGN,Seyfert 1 Galaxy,197.6806485,-55.8698694,8.11E-12,Known Source,,
567,Source,IGR J13133-1109,AGN,Seyfert 1 Galaxy,198.2740877,-11.1284361,1.75E-11,Known Source,,
568,Source,IGR J13168-7157,AGN,Seyfert 1 Galaxy,199.2262566,-71.92417291,8.5E-12,Known Source,,
569,Source,IGR J13466+1921,AGN,Seyfert 1 Galaxy,206.6183994,19.37866718,5.68E-12,Known Source,,
570,Source,IGR J14080-3023,AGN,Seyfert 1 Galaxy,212.0282566,-30.39832197,1.04E-11,Known Source,,
571,Source,IGR J14488-4008,AGN,Seyfert 1 Galaxy,222.2123989,-40.146031,4.6E-12,Known Source,,
572,Source,IGR J14552-5133,AGN,Seyfert 1 Galaxy,223.8229968,-51.57088384,1.23E-11,Known Source,,
573,Source,IGR J15301-3840,AGN,Seyfert 1 Galaxy,232.5347544,-38.65105324,4.74E-12,Known Source,,
574,Source,IGR J15311-3737,AGN,Seyfert 1 Galaxy,232.7157539,-37.58258973,3.04E-12,Known Source,,
575,Source,IGR J16056-6110,AGN,Seyfert 1 Galaxy,241.4629598,-61.19560751,2.43E-12,Known Source,,
576,Source,IGR J16119-6036,AGN,Seyfert 1 Galaxy,242.9641433,-60.63195285,1.3E-11,Known Source,,
577,Source,IGR J16185-5928,AGN,Seyfert 1 Galaxy,244.6519184,-59.45479876,8.04E-12,Known Source,,
578,Source,IGR J16385-2057,AGN,Seyfert 1 Galaxy,249.6288003,-20.92349019,1.4E-11,Known Source,,
579,Source,IGR J16482-3036,AGN,Seyfert 1 Galaxy,252.063542,-30.58447438,1.35E-11,Known Source,,
580,Source,IGR J16558-5203,AGN,Seyfert 1 Galaxy,254.0233596,-52.06134837,2.89E-11,Known Source,,
581,Source,IGR J17418-1212,AGN,Seyfert 1 Galaxy,265.4802219,-12.19905101,1.72E-11,Known Source,,
582,Source,IGR J17476-2253,AGN,Seyfert 1 Galaxy,266.87383,-22.87914,7.84E-12,Known Source,,
583,Source,IGR J17488-2338,AGN,Seyfert 1 Galaxy,267.16271,-23.58922,3.5E-12,Known Source,,
584,Source,IGR J17513-2011,AGN,Seyfert 1 Galaxy,267.8067514,-20.20405019,8.26E-12,Known Source,,
585,Source,IGR J18027-1455,AGN,Seyfert 1 Galaxy,270.6971,-14.9153,2.67E-11,Known Source,,
586,Source,IGR J18078+1123,AGN,Seyfert 1 Galaxy,271.9579677,11.34695578,1.11E-11,Known Source,,
587,Source,IGR J18249-3243,AGN,Seyfert 1 Galaxy,276.2329,-32.7158,6.89E-12,Known Source,,
588,Source,IGR J18538-0102,AGN,Seyfert 1 Galaxy,283.45208,-1.04167,7.74E-12,Known Source,,
589,Source,IGR J18559+1535,AGN,Seyfert 1 Galaxy,284.005342,15.634972,1.39E-11,Known Source,,
590,Source,IGR J19077-3925,AGN,Seyfert 1 Galaxy,286.9598283,-39.39216951,7.19E-12,Known Source,,
591,Source,IGR J19405-3016,AGN,Seyfert 1 Galaxy,295.0628966,-30.26435468,2.45E-11,Known Source,,
592,Source,IGR J19491-1035,AGN,Seyfert 1 Galaxy,297.2886278,-10.57362511,9.22E-12,Known Source,,
593,Source,IGR J21277+5656,AGN,Seyfert 1 Galaxy,321.9391423,56.9430322,4.36E-11,Known Source,,
594,Source,IGR J21565+5948,AGN,Seyfert 1 Galaxy,329.0174704,59.93459774,1.6E-12,Known Source,,
595,Source,IGR J22292+6647,AGN,Seyfert 1 Galaxy,337.3077153,66.78095832,9.12E-12,Known Source,,
596,Source,IRAS 05589+2828,AGN,Seyfert 1 Galaxy,90.54362873,28.4720577,2.71E-11,Known Source,,
597,Source,IRAS 15091-2107,AGN,Seyfert 1 Galaxy,227.999187,-21.31709354,1.87E-11,Known Source,,
598,Source,IRAS F00317-2142,AGN,Seyfert 1 Galaxy,8.5565,-21.44,2.11E-12,Known Source,,
599,Source,IRAS F11598-0112,AGN,Seyfert 1 Galaxy,180.6121644,-1.4851929,7.71E-12,Known Source,,
600,Source,IRAS F12397+3333,AGN,Seyfert 1 Galaxy,190.5441877,33.28407303,1.53E-11,Known Source,,
601,Source,IRAS F17020+4544,AGN,Seyfert 1 Galaxy,255.8765934,45.67976838,1.59E-11,Known Source,,
602,Source,LB 2136,AGN,Seyfert 1 Galaxy,178.3519443,49.51911948,9.73E-12,Known Source,,
603,Source,LEDA 075258,AGN,Seyfert 1 Galaxy,75.53769671,3.53053639,9.04E-12,Known Source,,
604,Source,LEDA 1358514,AGN,Seyfert 1 Galaxy,176.979495,9.041339329,7.44E-12,Known Source,,
605,Source,LEDA 154502,AGN,Seyfert 1 Galaxy,149.9276889,-31.2162475,1.78E-11,Known Source,,
606,Source,LEDA 168563,AGN,Seyfert 1 Galaxy,73.01988484,49.54576411,3.91E-11,Known Source,,
607,Source,LEDA 2034356,AGN,Seyfert 1 Galaxy,319.871367,33.549075,1.32E-11,Known Source,,
608,Source,LEDA 225607,AGN,Seyfert 1 Galaxy,228.6748197,-81.3938926,1.17E-11,Known Source,,
609,Source,LEDA 3095437,AGN,Seyfert 1 Galaxy,8.569985133,-79.08895182,1.72E-11,Known Source,,
610,Source,LEDA 3095705,AGN,Seyfert 1 Galaxy,72.93337088,-58.18341525,7.95E-12,Known Source,,
611,Source,LEDA 3096545,AGN,Seyfert 1 Galaxy,260.8466798,36.50282282,1.5E-11,Known Source,,
612,Source,LEDA 3096594,AGN,Seyfert 1 Galaxy,311.0177314,28.55261233,1.27E-11,Known Source,,
613,Source,LEDA 31297,AGN,Seyfert 1 Galaxy,158.6608262,39.64116307,7.89E-12,Known Source,,
614,Source,LEDA 36541,AGN,Seyfert 1 Galaxy,176.1244615,36.88572676,5.87E-12,Known Source,,
615,Source,LEDA 5061286,AGN,Seyfert 1 Galaxy,159.6881954,-49.78157744,1.02E-11,Known Source,,
616,Source,LEDA 86073,AGN,Seyfert 1 Galaxy,115.811375,-25.76401773,1.55E-11,Known Source,,
617,Source,LEDA 88835,AGN,Seyfert 1 Galaxy,201.3307523,-38.41461436,3.42E-12,Known Source,,
618,Source,MCG -01-13-025,AGN,Seyfert 1 Galaxy,72.92299316,-3.809369666,5.18E-12,Known Source,,
619,Source,MCG+04-01-002,AGN,Seyfert 1 Galaxy,358.9509287,25.50884486,3.19E-12,Known Source,,
620,Source,MCG-01-01-043,AGN,Seyfert 1 Galaxy,2.541583426,-4.710534837,3.28E-12,Known Source,,
621,Source,MCG-02-58-022,AGN,Seyfert 1 Galaxy,346.1811567,-8.68573041,3.09E-11,Known Source,,
622,Source,Mrk 0040,AGN,Seyfert 1 Galaxy,171.4006416,54.38253161,1.83E-11,Known Source,,
623,Source,Mrk 0464,AGN,Seyfert 1 Galaxy,208.9730316,38.57463334,2.22E-12,Known Source,,
624,Source,Mrk 1018,AGN,Seyfert 1 Galaxy,31.56662345,-0.291450482,1.42E-11,Known Source,,
625,Source,Mrk 1152,AGN,Seyfert 1 Galaxy,18.45864305,-14.84565541,1.81E-11,Known Source,,
626,Source,Mrk 1310,AGN,Seyfert 1 Galaxy,180.3098043,-3.678059737,1.21E-11,Known Source,,
627,Source,Mrk 1383,AGN,Seyfert 1 Galaxy,217.2773833,1.285043058,1.91E-11,Known Source,,
628,Source,Mrk 142,AGN,Seyfert 1 Galaxy,156.3803279,51.67635219,6.82E-12,Known Source,,
629,Source,Mrk 205,AGN,Seyfert 1 Galaxy,185.433635,75.3106225,1.76E-11,Known Source,,
630,Source,Mrk 231,AGN,Seyfert 1 Galaxy,194.0593088,56.87367733,1.18E-12,Known Source,,
631,Source,Mrk 279,AGN,Seyfert 1 Galaxy,208.2643121,69.3081697,2.35E-11,Known Source,,
632,Source,Mrk 290,AGN,Seyfert 1 Galaxy,233.9683463,57.90264324,1.29E-11,Known Source,,
633,Source,Mrk 335,AGN,Seyfert 1 Galaxy,1.581405141,20.20294928,1.29E-11,Known Source,,
634,Source,Mrk 352,AGN,Seyfert 1 Galaxy,14.97202299,31.82701505,1.38E-11,Known Source,,
635,Source,Mrk 42,AGN,Seyfert 1 Galaxy,178.4240552,46.2117151,4.69E-12,Known Source,,
636,Source,Mrk 478,AGN,Seyfert 1 Galaxy,220.531131,35.43970517,7.65E-12,Known Source,,
637,Source,Mrk 50,AGN,Seyfert 1 Galaxy,185.8505677,2.679013724,2.07E-11,Known Source,,
638,Source,Mrk 507,AGN,Seyfert 1 Galaxy,267.160096,68.704461,1.29E-12,Known Source,,
639,Source,Mrk 541,AGN,Seyfert 1 Galaxy,359.0081333,7.523133795,4.85E-10,Known Source,,
640,Source,Mrk 584,AGN,Seyfert 1 Galaxy,30.10973374,2.66951301,9.48E-12,Known Source,,
641,Source,Mrk 590,AGN,Seyfert 1 Galaxy,33.6398353,-0.766717179,1.17E-11,Known Source,,
642,Source,Mrk 6,AGN,Seyfert 1 Galaxy,103.0513943,74.42697812,1.36E-11,Known Source,,
643,Source,Mrk 699,AGN,Seyfert 1 Galaxy,245.9411694,41.08234158,3.35E-10,Known Source,,
644,Source,Mrk 705,AGN,Seyfert 1 Galaxy,141.5136227,12.73437011,2.64E-11,Known Source,,
645,Source,Mrk 771,AGN,Seyfert 1 Galaxy,188.0150932,20.15819329,9.72E-12,Known Source,,
646,Source,Mrk 783,AGN,Seyfert 1 Galaxy,195.744888,16.407664,1.18E-11,Known Source,,
647,Source,Mrk 817,AGN,Seyfert 1 Galaxy,219.0920086,58.79427637,2.06E-11,Known Source,,
648,Source,Mrk 876,AGN,Seyfert 1 Galaxy,243.4882479,65.7194313,8.29E-12,Known Source,,
649,Source,Mrk 957,AGN,Seyfert 1 Galaxy,10.47263423,40.35490217,2.11E-12,Known Source,,
650,Source,NAB 0205+02,AGN,Seyfert 1 Galaxy,31.95775793,2.715521322,1.57E-12,Known Source,,
651,Source,NGC 1365,AGN,Seyfert 1 Galaxy,53.401908,-36.140658,3.07E-11,Known Source,,
652,Source,NGC 253,AGN,Seyfert 1 Galaxy,11.888058,-25.2888,1.15E-11,Known Source,,
653,Source,NGC 2617,AGN,Seyfert 1 Galaxy,128.9116588,-4.088305862,3.8E-11,Known Source,,
654,Source,NGC 3516,AGN,Seyfert 1 Galaxy,166.6977634,72.56869399,3.41E-11,Known Source,,
655,Source,NGC 3783,AGN,Seyfert 1 Galaxy,174.7571237,-37.73861379,8.23E-11,Known Source,,
656,Source,NGC 3822,AGN,Seyfert 1 Galaxy,175.5462347,10.27776833,6.68E-12,Known Source,,
657,Source,NGC 4593,AGN,Seyfert 1 Galaxy,189.914348,-5.344176386,5.06E-11,Known Source,,
658,Source,NGC 4639,AGN,Seyfert 1 Galaxy,190.7182438,13.25741838,1.61E-12,Known Source,,
659,Source,NGC 4748,AGN,Seyfert 1 Galaxy,193.0519379,-13.41479501,1.02E-11,Known Source,,
660,Source,NGC 5683,AGN,Seyfert 1 Galaxy,218.7185782,48.66186971,1.11E-12,Known Source,,
661,Source,NGC 7213,AGN,Seyfert 1 Galaxy,332.3175419,-47.16669889,2.54E-11,Known Source,,
662,Source,NGC 7469,AGN,Seyfert 1 Galaxy,345.8151,8.8739,6.23E-11,Known Source,,
663,Source,NGC 7603,AGN,Seyfert 1 Galaxy,349.7360576,0.243882518,4.12E-11,Known Source,,
664,Source,NGC 985,AGN,Seyfert 1 Galaxy,38.657842,-8.788061,1.9E-11,Known Source,,
665,Source,PG 0804+761,AGN,Seyfert 1 Galaxy,122.744434,76.04512513,2.54E-11,Known Source,,
666,Source,PG 0844+349,AGN,Seyfert 1 Galaxy,131.926869,34.75124514,2.19E-12,Known Source,,
667,Source,PG 0953+415,AGN,Seyfert 1 Galaxy,149.2183048,41.25616979,1.06E-11,Known Source,,
668,Source,PG 1116+215,AGN,Seyfert 1 Galaxy,169.7861609,21.32166308,1.05E-11,Known Source,,
669,Source,PG 1211+143,AGN,Seyfert 1 Galaxy,183.5736411,14.05366187,8.03E-12,Known Source,,
670,Source,PG 1216+069,AGN,Seyfert 1 Galaxy,184.8372159,6.644018628,3.3E-12,Known Source,,
671,Source,PG 1244+026,AGN,Seyfert 1 Galaxy,191.6468866,2.369106263,2.69E-11,Known Source,,
672,Source,PG 1309+355,AGN,Seyfert 1 Galaxy,198.0739696,35.25585735,2.69E-12,Known Source,,
673,Source,PG 1404+226,AGN,Seyfert 1 Galaxy,211.5912087,22.39625432,1.66E-11,Known Source,,
674,Source,PG 1416-129,AGN,Seyfert 1 Galaxy,214.7659044,-13.179107,7.2E-12,Known Source,,
675,Source,PG 1425+267,AGN,Seyfert 1 Galaxy,216.8983654,26.53737255,0.000000222,Known Source,,
676,Source,PG 1444+407,AGN,Seyfert 1 Galaxy,221.6914134,40.58494368,9.74E-12,Known Source,,
677,Source,PG 1501+106,AGN,Seyfert 1 Galaxy,226.0049731,10.43771678,2.65E-11,Known Source,,
678,Source,PG 1543+489,AGN,Seyfert 1 Galaxy,236.3759828,48.76916011,3.36E-11,Known Source,,
679,Source,PHL 1092,AGN,Seyfert 1 Galaxy,24.98237404,6.322922446,3.3E-12,Known Source,,
680,Source,PICTOR A,AGN,Seyfert 1 Galaxy,79.95717888,-45.77884796,2.42E-11,Known Source,,
681,Source,PKS 0405-12,AGN,Seyfert 1 Galaxy,61.95179577,-12.19351665,1.5E-11,Known Source,,
682,Source,PKS 0558-504,AGN,Seyfert 1 Galaxy,89.94746526,-50.44778499,3.56E-11,Known Source,,
683,Source,PKS 1143-696,AGN,Seyfert 1 Galaxy,176.4734337,-69.90049947,7.32E-12,Known Source,,
684,Source,PKS 1217+02,AGN,Seyfert 1 Galaxy,185.0495194,2.061728877,9.5E-12,Known Source,,
685,Source,PKS 1451-375,AGN,Seyfert 1 Galaxy,223.6142073,-37.79254023,5.16E-12,Known Source,,
686,Source,PKS 1916-300,AGN,Seyfert 1 Galaxy,289.8668511,-29.9689069,1.13E-11,Known Source,,
687,Source,PKS 2152-69,AGN,Seyfert 1 Galaxy,329.2749172,-69.68991279,1.58E-11,Known Source,,
688,Source,QSO B0007+107,AGN,Seyfert 1 Galaxy,2.629191267,10.97486231,1.57E-11,Known Source,,
689,Source,QSO B0050+124,AGN,Seyfert 1 Galaxy,13.39555463,12.69331369,1.11E-11,Known Source,,
690,Source,QSO B0309+411,AGN,Seyfert 1 Galaxy,48.2581755,41.33366207,1.14E-11,Known Source,,
691,Source,QSO B0521-365,AGN,Seyfert 1 Galaxy,80.74160267,-36.4585698,2.8E-11,Known Source,,
692,Source,QSO B0827+243,AGN,Seyfert 1 Galaxy,127.7170258,24.18328341,5.42E-12,Known Source,,
693,Source,QSO B0829+046,AGN,Seyfert 1 Galaxy,127.9536542,4.49419079,3.4E-12,Known Source,,
694,Source,QSO B0923+392,AGN,Seyfert 1 Galaxy,141.7625581,39.0391255,6.12E-12,Known Source,,
695,Source,QSO B0954+556,AGN,Seyfert 1 Galaxy,149.4090998,55.38270971,1.19E-12,Known Source,,
696,Source,QSO B1156+295,AGN,Seyfert 1 Galaxy,179.8826413,29.24550745,3.85E-12,Known Source,,
697,Source,QSO B1222+216,AGN,Seyfert 1 Galaxy,186.2269096,21.37955153,5.96E-12,Known Source,,
698,Source,QSO B1334+2438,AGN,Seyfert 1 Galaxy,204.3279997,24.38425552,4.93E-12,Known Source,,
699,Source,QSO B1419+480,AGN,Seyfert 1 Galaxy,215.3739464,47.79013355,1.73E-11,Known Source,,
700,Source,QSO B1821+643,AGN,Seyfert 1 Galaxy,275.4883876,64.34339481,8.43E-11,Known Source,,
701,Source,RBS 1011,AGN,Seyfert 1 Galaxy,174.7873788,59.198547,1.74E-11,Known Source,,
702,Source,RBS 1044,AGN,Seyfert 1 Galaxy,178.0147895,-11.37335862,1.71E-11,Known Source,,
703,Source,RBS 1303,AGN,Seyfert 1 Galaxy,205.3036816,-14.64451328,2.51E-11,Known Source,,
704,Source,RBS 345,AGN,Seyfert 1 Galaxy,40.56099572,5.509992623,9.09E-12,Known Source,,
705,Source,RE J2248-511,AGN,Seyfert 1 Galaxy,342.1715448,-51.16481177,1.02E-11,Known Source,,
706,Source,RGB J0044+193,AGN,Seyfert 1 Galaxy,11.24636543,19.36145676,3.33E-12,Known Source,,
707,Source,RHS 39,AGN,Seyfert 1 Galaxy,214.843353,-26.64475958,2.31E-11,Known Source,,
708,Source,RHS 61,AGN,Seyfert 1 Galaxy,351.4760418,21.8871866,9.69E-12,Known Source,,
709,Source,RX J0148.4-2758,AGN,Seyfert 1 Galaxy,27.09303823,-27.97378565,7.1E-12,Known Source,,
710,Source,RX J0439.7-4540,AGN,Seyfert 1 Galaxy,69.93699337,-45.67850138,1.58E-12,Known Source,,
711,Source,RX J1459.9+3337,AGN,Seyfert 1 Galaxy,224.9934835,33.61716007,1.5E-12,Known Source,,
712,Source,RX J2135.9+4728,AGN,Seyfert 1 Galaxy,323.9750838,47.47274759,1.19E-11,Known Source,,
713,Source,RX J2217.9-5941,AGN,Seyfert 1 Galaxy,334.4860691,-59.69189269,4.07E-12,Known Source,,
714,Source,S5 2116+81,AGN,Seyfert 1 Galaxy,318.5048806,82.08009459,2.59E-11,Known Source,,
715,Source,Ton S 180,AGN,Seyfert 1 Galaxy,14.33418367,-22.382382,2.01E-11,Known Source,,
716,Source,UGC 3478,AGN,Seyfert 1 Galaxy,98.19655295,63.67368989,1.28E-11,Known Source,,
717,Source,UGC 6728,AGN,Seyfert 1 Galaxy,176.3164318,79.68149352,2.04E-11,Known Source,,
718,Source,Was 49,AGN,Seyfert 1 Galaxy,183.5742261,29.52866107,2.58E-12,Known Source,,
719,Source,XSS J12303-4232,AGN,Seyfert 1 Galaxy,188.0500577,-42.29737525,1.6E-11,Known Source,,
720,Source,Z 493-2,AGN,Seyfert 1 Galaxy,324.6392945,32.08493984,3.86E-12,Known Source,,
721,Source,1AXG J135417-3746,AGN,Seyfert 2 Galaxy,208.5641747,-37.77588532,9.35E-12,Known Source,,
722,Source,2MASS J15533475+2614413,AGN,Seyfert 2 Galaxy,238.3947458,26.24483916,1.63E-12,Known Source,,
723,Source,2MASX J03574513+4155049,AGN,Seyfert 2 Galaxy,59.43804888,41.91811133,6.9E-12,Known Source,,
724,Source,2MASX J05442257+5907361,AGN,Seyfert 2 Galaxy,86.09400601,59.12665096,6.65E-12,Known Source,,
725,Source,2MASX J18212680+5955209,AGN,Seyfert 2 Galaxy,275.3619006,59.92251778,2.96E-12,Known Source,,
726,Source,3C 098,AGN,Seyfert 2 Galaxy,59.72682085,10.43410885,3.12E-12,Known Source,,
727,Source,3C 403,AGN,Seyfert 2 Galaxy,298.0658321,2.506732834,2.54E-12,Known Source,,
728,Source,3C 433,AGN,Seyfert 2 Galaxy,320.935741,25.07435296,3.51E-12,Known Source,,
729,Source,3C 452,AGN,Seyfert 2 Galaxy,341.4531734,39.68775188,3.5E-12,Known Source,,
730,Source,3PBC J1204.7+3109,AGN,Seyfert 2 Galaxy,181.1805209,31.177273,4E-12,Known Source,,
731,Source,4C 03.8,AGN,Seyfert 2 Galaxy,61.81861303,3.707170503,3.62E-12,Known Source,,
732,Source,4C 73.08,AGN,Seyfert 2 Galaxy,147.441529,73.239792,1.77E-12,Known Source,,
733,Source,4PBC J1649.3-1738,AGN,Seyfert 2 Galaxy,252.337583,-17.644536,5.51E-12,Known Source,,
734,Source,4PBC J1725.8-4510,AGN,Seyfert 2 Galaxy,261.3771607,-45.17461692,5.73E-12,Known Source,,
735,Source,4U 0937-12,AGN,Seyfert 2 Galaxy,146.425187,-14.326361,2.64E-11,Known Source,,
736,Source,4U 1344-60,AGN,Seyfert 2 Galaxy,206.9,-60.61772,4.97E-11,Known Source,,
737,Source,7C 120500.2+340922,AGN,Seyfert 2 Galaxy,181.887208,33.877814,3.19E-12,Known Source,,
738,Source,APG 134,AGN,Seyfert 2 Galaxy,187.4449,8.0004,7.14E-11,Known Source,,
739,Source,Arp 102B,AGN,Seyfert 2 Galaxy,259.8103858,48.98039533,5.72E-12,Known Source,,
740,Source,B2 1144+35B,AGN,Seyfert 2 Galaxy,176.8422074,35.01876077,5.76E-12,Known Source,,
741,Source,Cen A,AGN,Seyfert 2 Galaxy,201.3650634,-43.01911251,1.04E-10,Known Source,,
742,Source,Circinus Galaxy,AGN,Seyfert 2 Galaxy,213.291275,-65.339019,1.46E-12,Known Source,,
743,Source,ESO 103-35,AGN,Seyfert 2 Galaxy,279.5846687,-65.42753939,2.59E-11,Known Source,,
744,Source,ESO 118-33,AGN,Seyfert 2 Galaxy,69.9960208,-59.68160698,3.77E-12,Known Source,,
745,Source,ESO 138-1,AGN,Seyfert 2 Galaxy,252.8344957,-59.23449574,1.89E-12,Known Source,,
746,Source,ESO 157-23,AGN,Seyfert 2 Galaxy,65.60075,-56.22597,4.91E-12,Known Source,,
747,Source,ESO 263-13,AGN,Seyfert 2 Galaxy,152.450782,-42.81125846,3.29E-12,Known Source,,
748,Source,ESO 297-18,AGN,Seyfert 2 Galaxy,24.65484191,-40.01143096,6.25E-12,Known Source,,
749,Source,ESO 323-77,AGN,Seyfert 2 Galaxy,196.6088395,-40.41460989,5.43E-12,Known Source,,
750,Source,ESO 33-2,AGN,Seyfert 2 Galaxy,73.995557,-75.541176,1.15E-11,Known Source,,
751,Source,ESO 362-18,AGN,Seyfert 2 Galaxy,79.89921623,-32.65775642,3.43E-11,Known Source,,
752,Source,ESO 383-18,AGN,Seyfert 2 Galaxy,203.3587579,-34.01480866,8.73E-12,Known Source,,
753,Source,ESO 506-27,AGN,Seyfert 2 Galaxy,189.7274701,-27.30778053,9.64E-12,Known Source,,
754,Source,ESO 509-66,AGN,Seyfert 2 Galaxy,203.6650871,-23.44656364,2.5E-11,Known Source,,
755,Source,ESO 5-4,AGN,Seyfert 2 Galaxy,91.423838,-86.63195,1.61E-12,Known Source,,
756,Source,Fairall 1146,AGN,Seyfert 2 Galaxy,129.6282313,-35.99259274,1.91E-11,Known Source,,
757,Source,Fairall 49,AGN,Seyfert 2 Galaxy,279.24264,-59.40230065,3.53E-11,Known Source,,
758,Source,GRS 1734-292,AGN,Seyfert 2 Galaxy,264.3682547,-29.1339221,1.21E-10,Known Source,,
759,Source,H 0917-074,AGN,Seyfert 2 Galaxy,140.1927571,-8.056092711,1.36E-11,Known Source,,
760,Source,IC 3639,AGN,Seyfert 2 Galaxy,190.2201437,-36.75584917,0.000000148,Known Source,,
761,Source,IC 5063,AGN,Seyfert 2 Galaxy,313.009704,-57.068778,1.13E-11,Known Source,,
762,Source,IGR J00040+7020,AGN,Seyfert 2 Galaxy,1.00834682,70.32171913,5.53E-12,Known Source,,
763,Source,IGR J00335+6126,AGN,Seyfert 2 Galaxy,8.326463868,61.4619799,9.67E-12,Known Source,,
764,Source,IGR J00465-4005,AGN,Seyfert 2 Galaxy,11.5862,-40.0969,2.48E-12,Known Source,,
765,Source,IGR J01528-0326,AGN,Seyfert 2 Galaxy,28.204183,-3.446822,7.34E-12,Known Source,,
766,Source,IGR J02343+3229,AGN,Seyfert 2 Galaxy,38.583754,32.505558,1.1E-11,Known Source,,
767,Source,IGR J02524-0829,AGN,Seyfert 2 Galaxy,43.09746487,-8.510338492,6.22E-12,Known Source,,
768,Source,IGR J03249+4041,AGN,Seyfert 2 Galaxy,51.30208,40.69958,5.7E-12,Known Source,,
769,Source,IGR J05053-7343,AGN,Seyfert 2 Galaxy,76.1428243,-73.82425563,3.91E-12,Known Source,,
770,Source,IGR J05081+1722,AGN,Seyfert 2 Galaxy,77.08210949,17.36335699,9.04E-12,Known Source,,
771,Source,IGR J05470+5034,AGN,Seyfert 2 Galaxy,86.81201244,50.64040972,2.38E-12,Known Source,,
772,Source,IGR J06239-6052,AGN,Seyfert 2 Galaxy,95.9398284,-60.97899538,5.08E-12,Known Source,,
773,Source,IGR J07565-4139,AGN,Seyfert 2 Galaxy,119.081817,-41.628353,1.74E-12,Known Source,,
774,Source,IGR J08190-3835,AGN,Seyfert 2 Galaxy,124.79733,-38.55292,3.74E-12,Known Source,,
775,Source,IGR J08557+6420,AGN,Seyfert 2 Galaxy,133.8023082,64.39595246,5.12E-12,Known Source,,
776,Source,IGR J09026-4812,AGN,Seyfert 2 Galaxy,135.6555,-48.22608,1.5E-11,Known Source,,
777,Source,IGR J09523-6231,AGN,Seyfert 2 Galaxy,148.0862,-62.5436,5.34E-12,Known Source,,
778,Source,IGR J10404-4625,AGN,Seyfert 2 Galaxy,160.092971,-46.424014,1.13E-11,Known Source,,
779,Source,IGR J11366-6002,AGN,Seyfert 2 Galaxy,174.175175,-60.051847,7.21E-12,Known Source,,
780,Source,IGR J12026-5349,AGN,Seyfert 2 Galaxy,180.6984309,-53.83549759,3.56E-11,Known Source,,
781,Source,IGR J12391-1612,AGN,Seyfert 2 Galaxy,189.7761706,-16.17978449,9.79E-12,Known Source,,
782,Source,IGR J12415-5750,AGN,Seyfert 2 Galaxy,190.3573631,-57.83429991,2.05E-11,Known Source,,
783,Source,IGR J12482-5828,AGN,Seyfert 2 Galaxy,191.991012,-58.499992,5.11E-12,Known Source,,
784,Source,IGR J13091+1137,AGN,Seyfert 2 Galaxy,197.2733038,11.63411803,2.53E-12,Known Source,,
785,Source,IGR J13107-5626,AGN,Seyfert 2 Galaxy,197.6543682,-56.44852042,1.7E-12,Known Source,,
786,Source,IGR J13149+4422,AGN,Seyfert 2 Galaxy,198.8219433,44.40711164,8.67E-12,Known Source,,
787,Source,IGR J13550-7218,AGN,Seyfert 2 Galaxy,208.8064805,-72.32081993,2.96E-12,Known Source,,
788,Source,IGR J14301-4158,AGN,Seyfert 2 Galaxy,217.55071,-41.97539,3.58E-12,Known Source,,
789,Source,IGR J14471-6319,AGN,Seyfert 2 Galaxy,221.812,-63.28867,3.82E-12,Known Source,,
790,Source,IGR J14471-6414,AGN,Seyfert 2 Galaxy,221.6175,-64.2733,6.15E-12,Known Source,,
791,Source,IGR J14492-5535,AGN,Seyfert 2 Galaxy,222.303483,-55.605397,5.29E-12,Known Source,,
792,Source,IGR J14515-5542,AGN,Seyfert 2 Galaxy,222.888083,-55.67731428,8.65E-12,Known Source,,
